filename,Actual,Prediction,reason
8-BB2AA_Task2-RandomSlice_Slice2.json,Neg,1,"The gaze trace indicates that the pilot's attention is shifting between various cockpit systems and the external environment. In particular, the presence of multiple saccades combined with the monitoring of different instruments like FCU, ECAM and MFD, as well as the notable variation in pupil size, suggest heightened cognitive workload and active scanning. This pattern aligns with behavior commonly associated with abnormality detection rather than routine monitoring."
11-AA2BB_Task2-RandomSlice_Slice1.json,Neg,0,"The majority of the gaze trace (3516 ms for 'Others' and 531 ms for 'Others') indicates the pilot's focus is primarily not on specific instruments or controls but rather on generalized areas. The limited engagement with the MCDU (430 ms total) and frequent saccades do not strongly indicate focused abnormality detection behavior, which would likely involve more sustained and targeted viewing of specific instruments or panels."
2-AA2BB_Task2-RandomSlice_Slice1.json,Neg,1,The gaze trace indicates the pilot is frequently switching their gaze (multiple saccades) and examining detailed areas (high PFD values). The combination of saccadic movements and varying PFDs suggests the pilot is actively scanning for abnormalities rather than passively monitoring.
1-BB2AA_Task2-RandomSlice_Slice2.json,Neg,1,"The gaze trace includes multiple saccades and changes in pupil size, which suggests scanning behavior typically associated with abnormality detection rather than normal monitoring. The presence of saccades indicates that the pilot is likely shifting their gaze frequently to check various instruments or areas, a typical behavior when searching for irregularities."
1-AA2BB_Task2-RandomSlice_Slice1.json,Neg,1,"The gaze trace shows a mix of long fixations (PFD: 1222 ms, ECAM and MFD: 862 ms) and shorter saccades, which indicates that the pilot is focusing intently on specific instruments and possibly scanning for abnormalities or unusual indications. This pattern is consistent with conducting abnormality detection rather than just routine monitoring."
7-AA2BB_Task2-RandomSlice_Slice1.json,Neg,1,The pilot's gaze trace indicates a pattern of focused inspection on the MCDU with consistent pupil dilation and intermittent saccades. This could suggest an effort to detect abnormalities rather than regular monitoring.
2-AA2BB_Task2-RandomSlice_Slice2.json,Neg,1,"The high percentage of saccades (quick eye movements) in the gaze trace, especially with several instances of high pupil dilation, suggests the pilot is actively scanning and potentially looking for abnormalities rather than just conducting normal monitoring."
13-AA2BB_Task2-RandomSlice_Slice2.json,Neg,1,"The gaze trace shows the pilot alternating focus between the ECAM and MFD (which display system and monitoring information) and the ND (Navigation Display), along with frequent saccades, which suggests active scanning. This behavior is indicative of abnormality detection rather than routine monitoring."
11-BB2AA_Task2-RandomSlice_Slice1.json,Neg,1,"The gaze trace indicates rapid saccades interspersed with fixation periods (ND). Rapid saccades followed by fixations are typical of abnormality detection, as the pilot scans different areas quickly to identify any issues. The consistent pupil dilation during NDs and the quick transitions also support the hypothesis that the pilot is actively searching for abnormalities."
17-AA2BB_Task2-RandomSlice_Slice2.json,Neg,1,"The presence of saccades within the gaze trace suggests active scanning behavior, which is often associated with abnormality detection. Additionally, fluctuations in pupil size further support heightened cognitive processing, indicative of a pilot's effort to identify abnormalities."
17-BB2AA_Task2-RandomSlice_Slice1.json,Neg,1,"The gaze trace shows a combination of normal dwell time on objects (ND) and a saccade, with consistent pupil dilation, which indicates heightened cognitive engagement typical of abnormality detection."
3-BB2AA_Task2-RandomSlice_Slice1.json,Neg,1,"The gaze trace shows consistent shifts between normal monitoring durations (ND) and saccades, indicating focused and methodical observation patterns. This behavior is typical when a pilot is actively looking for abnormalities rather than just passively monitoring."
14-BB2AA_Task2-RandomSlice_Slice1.json,Neg,1,"The gaze trace includes ND (Normal Detection) segments totaling 2574 ms and PFD (Primary Flight Display) segments, indicating focused monitoring and attention often associated with abnormality detection."
12-AA2BB_Task2-RandomSlice_Slice2.json,Neg,1,"The gaze trace shows a pattern of focused attention on critical instruments like ECAM and MFD with frequent saccades, followed by repeated checks on the MCDU. This indicates thorough scanning behavior characteristic of abnormality detection, rather than routine monitoring."
11-BB2AA_Task2-RandomSlice_Slice2.json,Neg,0,"The gaze trace shows a mix of relatively short PFD (Primary Flight Display) fixation durations and saccades, consistent with normal monitoring. Abnormality detection typically involves longer, more focused fixations on specific areas of the PFD, while the provided gaze trace does not exhibit such patterns."
13-BB2AA_Task2-RandomSlice_Slice2.json,Neg,1,"The gaze trace shows multiple fixations on the ECAM and MFD displays along with saccades, which is indicative of the pilot actively reviewing system information and likely conducting abnormality detection."
18-BB2AA_Task2-RandomSlice_Slice1.json,Neg,1,The gaze trace shows a high number of saccades (10 instances) interspersed with other categories like PFD and Others. Frequent saccades and shifts to various instruments could indicate that the pilot is actively scanning and looking for abnormalities rather than just passively monitoring.
3-AA2BB_Task2-RandomSlice_Slice2.json,Neg,1,"The gaze trace contains numerous fixations of significant duration (ND values up to 1663 ms) interspersed with frequent saccades, which indicates close monitoring of instruments or the environment. This pattern is consistent with a focused search for anomalies rather than routine scanning."
18-BB2AA_Task2-RandomSlice_Slice2.json,Neg,1,"The gaze trace shows multiple saccades and fixations (PFD), with varying Pupil sizes. The presence of a significant non-detection (ND) period and shorter, frequent saccades suggest increased scanning behavior, which is indicative of abnormality detection rather than normal monitoring."
11-AA2BB_Task2-RandomSlice_Slice2.json,Neg,1,"The given gaze trace indicates that the pilot's eye movements predominantly consist of saccades with occasional periods of fixation (Others). The varying pupil sizes suggest that the pilot's attention is dynamically shifting, which is consistent with a behavior of actively scanning the environment for abnormalities rather than just conducting routine monitoring."
2-BB2AA_Task2-RandomSlice_Slice1.json,Neg,1,"The gaze trace indicates a high level of focus on ECAM and MFD systems (with extended durations of 3156ms, 341ms, 691ms, and 411ms). This suggests the pilot is likely checking for system status or abnormalities. Additionally, there are several saccades between these checks, indicating active scanning. The focus shift to the PFD (220ms) further supports that the pilot is verifying overall system status, which is consistent with abnormality detection behavior rather than routine monitoring."
2-BB2AA_Task2-RandomSlice_Slice2.json,Neg,0,"The gaze trace data shows a mix of 'Others' and 'ND' with high pupil dilation values, which are typical indicators of normal monitoring behavior rather than specific abnormality detection."
9-AA2BB_Task2-RandomSlice_Slice1.json,Neg,1,"The gaze trace shows multiple segments labeled as 'ND' (491 ms and 311 ms) which often indicate periods of focused attention used for detecting abnormalities. The pupil size is initially high and decreases over time, reflecting cognitive workload. Short saccades are interspersed, supporting the hypothesis of a search pattern typical in abnormality detection."
18-AA2BB_Task2-RandomSlice_Slice2.json,Neg,1,"The gaze trace indicates frequent switches between 'Others' and 'ECAM and MFD', interspersed with saccades. ECAM (Electronic Centralized Aircraft Monitor) and MFD (Multi-Function Display) checks are consistent with abnormality detection, where the pilot monitors system statuses and fault messages. Additionally, prolonged attention to 'Others' could indicate a thorough scan of less frequently checked instruments, supporting the hypothesis of abnormality detection."
5-BB2AA_Task2-RandomSlice_Slice2.json,Neg,0,"The gaze trace shows a significant amount of time spent on 'Others' and 'MCDU', with some saccades and a brief look at 'ECAM and MFD'. The distribution does not heavily focus on critical instruments where abnormalities are usually detected. Instead, the pattern suggests standard interaction and monitoring activities."
14-AA2BB_Task2-RandomSlice_Slice2.json,Neg,0,"The gaze trace predominantly consists of 'Others' with only short saccades, suggesting the pilot is engaged in normal monitoring. Extended periods of 'Others' time indicate continuous observation rather than specific abnormality detection."
4-BB2AA_Task2-RandomSlice_Slice2.json,Neg,1,"The gaze trace indicates a high frequency of saccades combined with various fixation points categorized as 'Others' and 'PFD'. This pattern is indicative of active scanning and high cognitive load, which aligns with behaviour expected during abnormality detection rather than normal monitoring."
1-AA2BB_Task2-RandomSlice_Slice2.json,Neg,1,"The gaze trace indicates frequent saccades and multiple fixations on potentially interesting points (PFD and ND), suggesting the pilot is actively scanning the environment, which is typical behavior during abnormality detection. Rapid pupil changes also support the focus and attention required for such tasks."
5-AA2BB_Task2-RandomSlice_Slice1.json,Neg,1,"The gaze trace shows multiple saccades with varying durations and consistent pupil size changes, indicating the pilot is actively scanning and possibly detecting abnormalities."
3-AA2BB_Task2-RandomSlice_Slice1.json,Neg,0,"The gaze trace predominantly shows 'Others' with high pupil dilation and only occasional 'saccade' instances. This pattern indicates general monitoring rather than targeted abnormality detection, which would typically involve more frequent and rapid eye movements (saccades) as the pilot actively scans for anomalies."
